date,gdp_growth,const,population_density,q_2,q_3,q_4,renewable_energy_roll4_std,freshwater_withdraw_roll4_std,population_density_roll4_std,inflation_roll4_std,policy_rate_roll4_std,renewable_energy_lag2,inflation_lag1,imports_lag2,policy_rate_lag2,renewable_energy_roll4_mean_lag4,renewable_energy_roll4_std_lag3,forest_area_roll4_mean_lag4,forest_area_roll4_std_lag1,forest_area_roll4_std_lag4,freshwater_withdraw_roll4_mean_lag4,freshwater_withdraw_roll4_std_lag2,freshwater_withdraw_roll4_std_lag4,population_density_roll4_std_lag2,population_density_roll4_std_lag4,inflation_roll4_std_lag3,imports_roll4_mean_lag4,policy_rate_roll4_mean_lag4,policy_rate_roll4_std_lag1,policy_rate_roll4_std_lag2,policy_rate_roll4_std_lag3
1977-03-31,5.199687980574214,1.0,0.05933556373152271,0.0,0.0,0.0,0.0,0.0,0.001502918908907818,0.5188969024585927,0.40441669326520685,0.0,-0.854226090469,0.19703546850334064,0.640574116411162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011055876969024911,0.0011049303519422987,0.2096350023115618,-0.13299691209111542,-0.39397920758799887,0.004019952592871034,0.6875677773556056,0.7925858520631872
1977-06-30,5.009249310811502,1.0,0.05999484777298392,1.0,0.0,0.0,0.0,0.0,0.0017950458442970146,0.6015353258457614,0.4688524662878712,0.0,0.1866258146065194,0.19703546850334064,0.640574116411162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003551409776213072,0.0013503114636788417,0.183149058571383,-0.02414054938281973,-0.05278812829059698,0.40441669326520685,0.004019952592871034,0.6875677773556056
1977-09-30,4.816717908414036,1.0,0.060654131814448675,0.0,1.0,0.0,0.0,0.0,0.0017849089630952112,0.5214655112263202,0.40651429821927737,0.0,0.18869943476881357,0.17153053764373283,-0.17055355117061377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001502918908907818,0.0011055876969024911,0.00536073547044595,0.08591203709150119,0.2921523035265566,0.4688524662878712,0.40441669326520685,0.004019952592871034
1977-12-31,4.62418650601657,1.0,0.06065413181444512,0.0,0.0,1.0,0.0,0.0,0.0006312164130070977,0.0019853401545730344,0.001814362146815499,0.0,0.19077305493110863,0.17343643250644014,-0.17244859062806484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017950458442970146,0.0003551409776213072,0.5188969024585927,0.19596462356582234,0.63709273534371,0.40651429821927737,0.4688524662878712,0.40441669326520685
1978-03-31,4.848821568695627,1.0,0.06315845395379327,0.0,0.0,0.0,0.0,0.0,0.0013970496804919612,0.04419616950881769,0.24894476893584055,0.0,0.19077305493110863,0.17534232736914923,-0.17434363008551623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017849089630952112,0.001502918908907818,0.6015353258457614,0.19012381331967942,0.4360515089819921,0.001814362146815499,0.40651429821927737,0.4688524662878712
1978-06-30,5.075952576515562,1.0,0.0638602145532765,1.0,0.0,0.0,0.0,0.0,0.0016731621696324745,0.05153040774055113,0.28886304108156974,0.0,0.27845256430545007,0.17534232736914923,-0.17434363008551623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006312164130070977,0.0017950458442970146,0.5214655112263202,0.18475947678921356,0.23453652275591136,0.24894476893584055,0.001814362146815499,0.40651429821927737
1978-09-30,5.305579529476376,1.0,0.06456197515276685,0.0,1.0,0.0,0.0,0.0,0.0017023670554231355,0.04545696097492286,0.25107719976574766,0.0,0.28154648168662266,0.06464438226556979,0.32417438190888603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013970496804919612,0.0017849089630952112,0.0019853401545730344,0.1793361915056657,0.030807086131741795,0.28886304108156974,0.24894476893584055,0.001814362146815499
1978-12-31,5.53520648243719,1.0,0.0645619751527633,0.0,0.0,1.0,0.0,0.0,0.0006718846211034166,0.002962200369893743,0.003448592676423566,0.0,0.2846403990677935,0.06536265317963164,0.32777631948565156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016731621696324745,0.0006312164130070977,0.04419616950881769,0.17391290622211786,-0.17292235049242777,0.25107719976574766,0.28886304108156974,0.24894476893584055
1979-03-31,4.951015677547316,1.0,0.06649675245774134,0.0,0.0,0.0,0.0,0.0,0.001133688465414702,0.30493271686972034,0.09932611367490266,0.0,0.2846403990677935,0.06608092409369526,0.33137825706241664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017023670554231355,0.0013970496804919612,0.05153040774055113,0.1471913673775771,-0.04924036722255282,0.003448592676423566,0.25107719976574766,0.28886304108156974
1979-06-30,4.360333863714222,1.0,0.06723560526283023,1.0,0.0,0.0,0.0,0.0,0.0013641000036099817,0.35439549347113647,0.11570296017969306,0.0,0.8934675510633134,0.06608092409369348,0.33137825706241686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006718846211034166,0.0016731621696324745,0.04545696097492286,0.12017292254587497,0.07581586030587628,0.09932611367490266,0.003448592676423566,0.25107719976574766
1979-09-30,3.7631610409379057,1.0,0.06797445806791202,0.0,1.0,0.0,0.0,0.0,0.001466632243071187,0.3094834513253327,0.10176220302452929,0.0,0.9033949682973521,0.14581364199155722,0.5288008098163732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001133688465414702,0.0017023670554231355,0.002962200369893743,0.09285757172701148,0.2022463320928595,0.11570296017969306,0.09932611367490266,0.003448592676423566
1979-12-31,3.16598821816159,1.0,0.06797445806791558,0.0,0.0,1.0,0.0,0.0,0.0007073977042311842,0.00950477836987494,0.00562542477689729,0.0,0.9133223855313872,0.1474337935692418,0.5346763743698886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013641000036099817,0.0006718846211034166,0.30493271686972034,0.06554222090814754,0.32867680387984277,0.10176220302452929,0.11570296017969306,0.09932611367490266
1980-03-31,2.314973137807209,1.0,0.05890794578486336,0.0,0.0,0.0,0.0,0.0,0.004423846452970735,0.16979720992609607,0.06026258460971671,0.0,0.9133223855313872,0.14905394514692638,0.5405519389234037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001466632243071187,0.001133688465414702,0.35439549347113647,0.0858345358396444,0.37983341085671457,0.00562542477689729,0.10176220302452929,0.11570296017969306
1980-06-30,1.4639580574528275,1.0,0.05890794578486691,1.0,0.0,0.0,0.0,0.0,0.005234553307229203,0.19790098004964257,0.07064245448982254,0.0,0.5705478332177325,0.1490539451469246,0.5405519389234046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007073977042311842,0.0013641000036099817,0.3094834513253327,0.10635232093704694,0.4315584245777738,0.06026258460971671,0.00562542477689729,0.10176220302452929
1980-09-30,0.6035911630286179,1.0,0.059555285848432504,0.0,1.0,0.0,0.0,0.0,0.004435875046467949,0.17036795590362463,0.060451064295755044,0.0,0.5705478332177307,0.16565489988506243,0.4181956185756581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004423846452970735,0.001466632243071187,0.00950477836987494,0.12709557620035472,0.4838518450430206,0.07064245448982254,0.06026258460971671,0.00562542477689729
1980-12-31,-0.256775731395592,1.0,0.05955528584843606,0.0,0.0,1.0,0.0,0.0,0.00037374195995898684,0.003619845550484414,0.0026532456368789526,0.0,0.5768175896267191,0.16565489988506243,0.41819561857565724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005234553307229203,0.0007073977042311842,0.16979720992609607,0.1478388314636625,0.5361452655082675,0.060451064295755044,0.07064245448982254,0.06026258460971671
1981-03-31,0.4322733918144897,1.0,0.060331668930295734,0.0,0.0,0.0,0.0,0.02296878190108842,0.0005824250517041467,0.6836767954756897,0.1442378474553075,0.0,0.5768175896267174,0.1674752834002824,0.4227911748237423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004435875046467949,0.004423846452970735,0.19790098004964257,0.1527991459370388,0.5084939676980887,0.0026532456368789526,0.060451064295755044,0.07064245448982254
1981-06-30,1.1289786163935724,1.0,0.061002020807300994,1.0,0.0,0.0,0.0,0.026670223678966414,0.0006976745361688474,0.7931916583949313,0.16795554550787958,0.0,-0.7926131428005938,0.1674752834002824,0.4227911748237423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037374195995898684,0.005234553307229203,0.17036795590362463,0.15735442251599396,0.4793737787495309,0.1442378474553075,0.0026532456368789526,0.060451064295755044
1981-09-30,1.833339942341656,1.0,0.0616723726843027,0.0,1.0,0.0,0.0,0.023227729609322716,0.0009071061696228139,0.6891562880300632,0.14753899833426037,0.0,-0.8014199554983801,-0.09252806693166704,0.709702478298146,0.0,0.0,0.0,0.0,0.0,0.0,0.02296878190108842,0.0,0.0005824250517041467,0.004435875046467949,0.003619845550484414,0.16195975707933297,0.44993358772461556,0.16795554550787958,0.1442378474553075,0.0026532456368789526
1981-12-31,2.53770126828974,1.0,0.0616723726843027,0.0,0.0,1.0,0.0,0.0004886874316503064,0.00064181305877839,0.008431881209792718,0.007549871012934339,0.0,-0.8102267681961628,-0.09355615656424199,0.7175880613903471,0.0,0.0,0.0,0.0,0.0,0.0,0.026670223678966414,0.0,0.0006976745361688474,0.00037374195995898684,0.6836767954756897,0.1665650916426724,0.4204933966997,0.14753899833426037,0.16795554550787958,0.1442378474553075
1982-03-31,1.4673879664075489,1.0,0.059174033158750916,0.0,0.0,0.0,0.0,0.0004886874316611293,0.0011805254088441844,0.11464324398282631,0.4128986392406467,0.0,-0.8102267681961628,-0.09458424619681693,0.7254736444825491,0.0,0.0,0.0,0.0,0.0,-0.01148439095054421,0.023227729609322716,0.02296878190108842,0.0009071061696228139,0.0005824250517041467,0.7931916583949313,0.10201934993849004,0.49337011163032196,0.007549871012934339,0.14753899833426037,0.16795554550787958
1982-06-30,0.38518229450444474,1.0,0.059831522416068594,1.0,0.0,0.0,0.0,0.0004886874316632938,0.0012810527023205366,0.13400375302940867,0.4786028794137644,0.0,-1.0364272619183428,-0.09458424619681516,0.7254736444825483,0.0,0.0,0.0,0.0,0.0,-0.023096386244982448,0.0004886874316503064,0.026670223678966414,0.00064181305877839,0.0006976745361688474,0.6891562880300632,0.03721658582616394,0.5682182223339944,0.4128986392406467,0.007549871012934339,0.14753899833426037
1982-09-30,-0.7089157474195726,1.0,0.060489011673389825,0.0,1.0,0.0,0.0,0.0004886874316568002,0.001065540790634995,0.11922950986167032,0.4147689909088601,0.0,-1.0479431203841028,-0.20738396983963092,-0.10291869441286217,0.0,0.0,0.0,0.0,0.0,-0.03483598588331649,0.0004886874316611293,0.023227729609322716,0.0011805254088441844,0.0009071061696228139,0.008431881209792718,-0.028298296573110893,0.6438888397486962,0.4786028794137644,0.4128986392406467,0.007549871012934339
1982-12-31,-1.80301378934359,1.0,0.060489011673389825,0.0,0.0,1.0,0.0,0.0004886874316493788,0.0006294980380164517,0.011025595064204488,0.0010948571990410819,0.0,-1.0594589788498627,-0.20968823617118204,-0.10406223546189608,0.0,0.0,0.0,0.0,0.0,-0.04657558552165053,0.0004886874316632938,0.0004886874316503064,0.0012810527023205366,0.00064181305877839,0.11464324398282631,-0.09381317897238528,0.7195594571633976,0.4147689909088601,0.4786028794137644,0.4128986392406467
1983-03-31,-0.22818521518633728,1.0,0.05728950980975256,0.0,0.0,0.0,0.0,0.000488687431640102,0.0015220610119312183,0.168022202004428,0.1398155177809229,0.0,-1.0594589788498618,-0.21199250250273316,-0.10520577651092644,0.0,0.0,0.0,0.0,0.0,-0.046575585521644314,0.0004886874316568002,0.0004886874316611293,0.001065540790634995,0.0011805254088441844,0.13400375302940867,-0.12252715469937625,0.5164041639856456,0.0010948571990410819,0.4147689909088601,0.4786028794137644
1983-06-30,1.3641414542393293,1.0,0.05792605991875277,1.0,0.0,0.0,0.0,0.0004886874316376282,0.001683653363603987,0.19384915727489702,0.16246627432862448,0.0,-0.7197513946309186,-0.21199250250273316,-0.10520577651092644,0.0,0.0,0.0,0.0,0.0,-0.046575585521638097,0.0004886874316493788,0.0004886874316632938,0.0006294980380164517,0.0012810527023205366,0.11922950986167032,-0.15156017460111126,0.3109915897725848,0.1398155177809229,0.0010948571990410819,0.4147689909088601
1983-09-30,2.9739662189334095,1.0,0.058562610027745876,0.0,1.0,0.0,0.0,0.0004886874316431943,0.001382863376595166,0.16598366094690561,0.14180264201070855,0.0,-0.7277486323490399,-0.005856320105394275,-0.384453553284291,0.0,0.0,0.0,0.0,0.0,-0.04657558552163188,0.000488687431640102,0.0004886874316568002,0.0015220610119312183,0.001065540790634995,0.011025595064204488,-0.18091223867759032,0.10332173452421589,0.16246627432862448,0.1398155177809229,0.0010948571990410819
1983-12-31,4.58379098362749,1.0,0.05856261002774943,0.0,0.0,1.0,0.0,0.0004886874316506157,0.000609450329799344,0.007656772178502128,0.004089847262038428,0.0,-0.7357458700671606,-0.005921390328785137,-0.38872525943189373,0.0,0.0,0.0,0.0,0.0,-0.046575585521624774,0.0004886874316376282,0.0004886874316493788,0.001683653363603987,0.0006294980380164517,0.168022202004428,-0.21026430275406982,-0.10434812072415278,0.14180264201070855,0.16246627432862448,0.1398155177809229
1984-03-31,5.2433326734670835,1.0,0.05518887270995876,0.0,0.0,0.0,0.0,0.00033535081724494424,0.0016090057198311478,0.501823515427051,0.3851104766593697,0.0,-0.7357458700671606,-0.0059864605521813274,-0.39299696557949737,0.0,0.0,0.0,0.0,0.0,-0.0465755855216301,0.0004886874316431943,0.000488687431640102,0.001382863376595166,0.0015220610119312183,0.19384915727489702,-0.15988239032051066,-0.17473183544201,0.004089847262038428,0.14180264201070855,0.16246627432862448
1984-06-30,5.902874363306677,1.0,0.05518887270995876,1.0,0.0,0.0,0.0,0.00036795943005396873,0.0019478281486005262,0.5809786008861155,0.4455032857542442,0.0,0.27053858477787207,-0.005986460552179551,-0.39299696557949737,0.0,0.0,0.0,0.0,0.0,-0.04657558552163721,0.0004886874316506157,0.0004886874316376282,0.000609450329799344,0.001683653363603987,0.16598366094690561,-0.10894067885991143,-0.2458975914345094,0.3851104766593697,0.004089847262038428,0.14180264201070855
1984-09-30,6.569663764023629,1.0,0.05579534383864271,0.0,1.0,0.0,0.0,0.00033504161052385896,0.0016113551129441593,0.5036396692436842,0.3865156148339317,0.0,0.2705385847778725,0.24614764971435044,0.3786373602857305,0.0,0.0,0.0,0.0,0.0,-0.04657558552164254,0.00033535081724494424,0.0004886874316431943,0.0016090057198311478,0.001382863376595166,0.007656772178502128,-0.057439168372273475,-0.31784538870165213,0.4455032857542442,0.3851104766593697,0.004089847262038428
1984-12-31,7.23645316474058,1.0,0.055795343838639155,0.0,0.0,1.0,0.0,0.0002938844463238135,0.0003501462694005105,0.0017164343378743533,0.0024022679327880304,0.0,0.273511536258948,0.24614764971435044,0.3786373602857296,0.0,0.0,0.0,0.0,0.0,-0.04657558552164964,0.00036795943005396873,0.0004886874316506157,0.0019478281486005262,0.000609450329799344,0.501823515427051,-0.0059376578846350725,-0.38979318596879486,0.3865156148339317,0.4455032857542442,0.3851104766593697
1985-03-31,6.480236716528592,1.0,0.05650877870802873,0.0,0.0,0.0,0.0,0.00043383169741967185,0.0005397333391985442,0.22933335170968183,0.38521699325376024,0.0,0.27351153625894753,0.24885256894197916,0.38279821039875994,0.0,0.0,0.0,0.0,0.0,-0.046671463102446076,0.00033504161052385896,0.00033535081724494424,0.0016113551129441593,0.0016090057198311478,0.5809786008861155,0.057063334570301105,-0.1990204575762895,0.0024022679327880304,0.3865156148339317,0.4455032857542442
1985-06-30,5.71561786333647,1.0,0.05713665402700485,1.0,0.0,0.0,0.0,0.0004228653746161688,0.000646170261664502,0.26597692152822106,0.44685650237481206,0.0,-0.1861375865278294,0.24885256894198093,0.38279821039875994,0.0,0.0,0.0,0.0,0.0,-0.046639736339345816,0.0002938844463238135,0.00036795943005396873,0.0003501462694005105,0.0019478281486005262,0.5036396692436842,0.120080594581085,-0.007179802646883671,0.38521699325376024,0.0024022679327880304,0.3865156148339317
1985-09-30,4.942596605164215,1.0,0.057764529345980975,0.0,1.0,0.0,0.0,0.00045846160281362775,0.0008441543299695871,0.23086483513355258,0.3880827039457135,0.0,-0.18820578193369375,-0.10294409872616583,-0.38901273882547827,0.0,0.0,0.0,0.0,0.0,-0.04660766093049862,0.00043383169741967185,0.00033504161052385896,0.0005397333391985442,0.0016113551129441593,0.0017164343378743533,0.18379035195462512,0.18676899134768066,0.44685650237481206,0.38521699325376024,0.0024022679327880304
1985-12-31,4.16957534699196,1.0,0.05776452934598453,0.0,0.0,1.0,0.0,0.0004886874316506157,0.0006011448506798964,0.0019801463457027246,0.0041383482378920325,0.0,-0.19027397733955853,-0.10408792204534478,-0.3933351025902052,0.0,0.0,0.0,0.0,0.0,-0.04657558552165053,0.0004228653746161688,0.0002938844463238135,0.000646170261664502,0.0003501462694005105,0.22933335170968183,0.24750010932816524,0.380717785342245,0.3880827039457135,0.44685650237481206,0.38521699325376024
1986-03-31,3.9952662343780454,1.0,0.05947017254215936,0.0,0.0,0.0,0.0,0.0004886874316490695,0.0010021726779960072,0.10834042443177917,0.15258265448893782,0.0,-0.19027397733955853,-0.10523174536452551,-0.39765746635493304,0.0,0.0,0.0,0.0,0.0,-0.0464797079408541,0.00045846160281362775,0.00043383169741967185,0.0008441543299695871,0.0005397333391985442,0.26597692152822106,0.16022717221803617,0.1888052605644428,0.0041383482378920325,0.3880827039457135,0.44685650237481206
1986-06-30,3.8190203538461986,1.0,0.060130952237070545,1.0,0.0,0.0,0.0,0.0004886874316493787,0.0012060604541738267,0.12601420058387547,0.17671175057500538,0.0,-0.4062566539111785,-0.10523174536452551,-0.39765746635493304,0.0,0.0,0.0,0.0,0.0,-0.04651143470395436,0.0004886874316506157,0.0004228653746161688,0.0006011448506798964,0.000646170261664502,0.23086483513355258,0.07266827927811237,-0.004187855154540898,0.15258265448893782,0.0041383482378920325,0.3880827039457135
1986-09-30,3.6408377053964194,1.0,0.06079173193198528,0.0,1.0,0.0,0.0,0.0004886874316503063,0.0013004137271159673,0.1103099084524443,0.15278568516919697,0.0,-0.41077061673241344,0.0672876712647863,-0.09107858044347328,0.0,0.0,0.0,0.0,0.0,-0.046543510112801556,0.0004886874316490695,0.00045846160281362775,0.0010021726779960072,0.0008441543299695871,0.0019801463457027246,-0.015852799298513798,-0.19930177434296414,0.17671175057500538,0.15258265448893782,0.0041383482378920325
