date,gdp_growth,const,renewable_energy,q_2,q_3,q_4,forest_area_roll4_std,freshwater_withdraw_roll4_std,imports_roll4_std,freshwater_withdraw_lag1,inflation_lag2,imports_lag4,exchange_rate_lag2,renewable_energy_roll4_std_lag1,renewable_energy_roll4_std_lag3,renewable_energy_roll4_std_lag4,forest_area_roll4_std_lag2,forest_area_roll4_std_lag4,freshwater_withdraw_roll4_mean_lag4,freshwater_withdraw_roll4_std_lag2,freshwater_withdraw_roll4_std_lag4,population_density_roll4_mean_lag4,population_density_roll4_std_lag1,population_density_roll4_std_lag2,population_density_roll4_std_lag4,inflation_roll4_std_lag2,imports_roll4_std_lag1,imports_roll4_std_lag3,policy_rate_roll4_mean_lag4,policy_rate_roll4_std_lag4,exchange_rate_roll4_mean_lag4
1974-09-30,3.6836986325539955,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.03912327275636326,0.0,0.0,0.3094831023911837,-0.0069801622412302144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5366129232463344,0.027989750873266585,0.024692428721407197,0.016461364487914753,0.0,0.04380249402405845,0.003220733821976584,1.22905737660605,0.0,-0.061423647914506385
1974-12-31,2.31000000294736,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.004076116295485945,0.0,0.0,0.3094831023911837,-0.007057719599465884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5301840066039993,0.023239924957849233,0.027989750873266585,0.005562877150924532,0.0,0.03912327275636326,0.03743411792071172,1.22905737660605,0.0,-0.06391273099204497
1975-03-31,3.8905479468047037,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22456451971715397,0.0,0.0,0.3831628158653646,-0.007135276957701997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.520334912957729,0.005143775406755502,0.023239924957849233,0.024692428721407197,0.0,0.004076116295485945,0.04380249402405845,1.22905737660605,0.0,-0.04989846802006748
1975-06-30,5.488657534482685,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.26030265335432695,0.0,0.0,0.3874201804860915,-0.007135276957701997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.510376384937608,0.03562469528105612,0.005143775406755502,0.027989750873266585,0.0,0.22456451971715397,0.03912327275636326,1.22905737660605,0.0,-0.03572849101506792
1975-09-30,7.104328765981302,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2255927034199933,0.0,0.0,0.39167754510681707,-0.02497406288789339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5003084225436396,0.04075888689511205,0.03562469528105612,0.023239924957849233,0.0,0.26030265335432695,0.004076116295485945,1.22905737660605,0.0,-0.021402799977046527
1975-12-31,8.71999999747992,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0006260794514518459,0.0,0.0,0.39167754510681707,-0.025251552475536565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4902404601496748,0.034302521035359954,0.04075888689511205,0.005143775406755502,0.0,0.2255927034199933,0.22456451971715397,1.22905737660605,0.0,-0.007077108939025023
1976-03-31,6.161557374744621,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01202114604657169,0.0,0.0,-0.05885267940864214,-0.025529042063179963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4747117225007038,0.004482991656785118,0.034302521035359954,0.03562469528105612,0.0,0.0006260794514518459,0.26030265335432695,1.22905737660605,0.0,-0.011575584100690817
1976-06-30,3.603114752009323,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.013750412537233313,0.0,0.0,-0.05950659806873837,-0.025529042063179963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.459010443322299,0.025477950034224303,0.004482991656785118,0.04075888689511205,0.0,0.01202114604657169,0.2255927034199933,1.22905737660605,0.0,-0.016124042319708487
1976-09-30,1.0165573751780324,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.012069852596972866,0.0,0.0,-0.0601605167288346,0.020286525980137693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44313662261446396,0.03020990540035001,0.025477950034224303,0.034302521035359954,0.0,0.013750412537233313,0.0006260794514518459,1.22905737660605,0.0,-0.02072248359607798
1976-12-31,-1.57000000165326,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0005327923413854322,0.0,0.0,-0.0601605167288346,0.020286525980137693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42726280190662536,0.02554475534456364,0.03020990540035001,0.004482991656785118,0.0,0.012069852596972866,0.01202114604657169,1.22905737660605,0.0,-0.02532092487244747
1977-03-31,0.683698629232647,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021769791558962193,0.0,0.0,-0.08397692986835459,0.020509454837062124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4165226951831542,0.0024010757973507843,0.02554475534456364,0.025477950034224303,0.0,0.0005327923413854322,0.013750412537233313,1.22905737660605,0.0,-0.0140057776554397
1977-06-30,2.9624383560172864,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02517915293518264,0.0,0.0,-0.0839769298683537,0.020509454837062346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4046120054407645,0.022997471901513095,0.0024010757973507843,0.03020990540035001,0.0,0.021769791558962193,0.012069852596972866,1.22905737660605,0.0,-0.002621258041521135
1977-09-30,5.266219178700658,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02169432891079852,0.0,0.0,-0.08489975327350141,-0.020611718329662798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3925704289979066,0.026227271116440125,0.022997471901513095,0.02554475534456364,0.0,0.02517915293518264,0.0005327923413854322,1.22905737660605,0.0,0.008888366183539387
1977-12-31,7.57000000138403,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0004368128866722838,0.0,0.0,-0.08489975327350052,-0.020840737422214373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38052885255504876,0.021955452662571703,0.026227271116440125,0.0024010757973507843,0.0,0.02169432891079852,0.021769791558962193,1.22905737660605,0.0,0.020397990408599964
1978-03-31,8.496131559700373,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46302255953438143,0.0,0.0,-0.041061256236608834,-0.02106975651476639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3697651048174677,0.0035679528486871445,0.021955452662571703,0.022997471901513095,0.0,0.0004368128866722838,0.02517915293518264,1.22905737660605,0.0,0.010173429331149841
1978-06-30,9.432553468664675,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5375912543270118,0.0,0.0,-0.0415174924170163,-0.02106975651476639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3599330083825727,0.004271409808921031,0.0035679528486871445,0.026227271116440125,0.0,0.46302255953438143,0.02169432891079852,1.22905737660605,0.0,-0.00010838651943817501
1978-09-30,10.379265728276938,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.46807964421473497,0.0,0.0,-0.04197372859742199,-0.04296179919035348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3499928669319097,0.004410306019666324,0.004271409808921031,0.021955452662571703,0.0,0.5375912543270118,0.0004368128866722838,1.22905737660605,0.0,-0.010503189357395304
1978-12-31,11.3259779878892,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.009406438034200852,0.0,0.0,-0.04197372859742288,-0.04343915251469066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3400527254812502,0.004030770817232757,0.004410306019666324,0.0035679528486871445,0.0,0.46807964421473497,0.46302255953438143,1.22905737660605,0.0,-0.02089799219535249
1979-03-31,10.405104569505578,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3870017958452448,0.0,0.0,0.8842233692982999,-0.043916505839028064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33965876173544274,0.003551188778919506,0.004030770817232757,0.004271409808921031,0.0,0.009406438034200852,0.5375912543270118,1.22905737660605,0.0,-0.026485512410525158
1979-06-30,9.473999224251028,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.44832408479081676,0.0,0.0,0.8940480734016134,-0.04391650583902784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3392604206146821,0.0022297815358024004,0.003551188778919506,0.004410306019666324,0.0,0.3870017958452448,0.46807964421473497,1.22905737660605,0.0,-0.03213511618364423
1979-09-30,8.53266195212555,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3879096246870154,0.0,0.0,0.9038727775049287,-0.031722032426698465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33885770211896826,0.001962855221554488,0.0022297815358024004,0.004030770817232757,0.0,0.44832408479081676,0.009406438034200852,1.22905737660605,0.0,-0.03784680351470965
1979-12-31,7.59132468000007,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0013473096429413207,0.0,0.0,0.9038727775049287,-0.032074499453661476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3384549836232509,0.003062132917044494,0.001962855221554488,0.003551188778919506,0.0,0.3879096246870154,0.3870017958452448,1.22905737660605,0.0,-0.04355849084577501
1980-03-31,7.651698042214143,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27205682641747186,0.0,0.0,0.12664971242202228,-0.03242696648062515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33930857173925233,0.003587510930079014,0.003062132917044494,0.0022297815358024004,0.0,0.0013473096429413207,0.44832408479081676,1.22905737660605,0.0,-0.04074854915486126
1980-06-30,7.712071404428216,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.31387241062557786,0.0,0.0,0.12805693144893482,-0.03242696648062493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34017164416765056,0.009950339817660988,0.003587510930079014,0.001962855221554488,0.0,0.27205682641747186,0.3879096246870154,1.22905737660605,0.0,-0.03790738588960396
1980-09-30,7.773108210183103,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2730765406839251,0.0,0.0,0.12946415047584559,-0.01406096591391548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3410442009084491,0.012028294820846738,0.009950339817660988,0.003062132917044494,0.0,0.31387241062557786,0.0013473096429413207,1.22905737660605,0.0,-0.035035001050003234
1980-12-31,7.83414501593799,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.004270533766526872,0.0,0.0,0.12946415047584559,-0.01406096591391548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3419167576492512,0.009965854992598645,0.012028294820846738,0.003587510930079014,0.0,0.2730765406839251,0.27205682641747186,1.22905737660605,0.0,-0.032162616210402506
1981-03-31,7.163118842564394,1.0,0.0,0.0,0.0,0.0,0.0,0.036739980237821435,0.34925242529082,0.0,0.0,0.6731071127734687,-0.014215482022859494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33858186968998893,0.002054944506763657,0.009965854992598645,0.009950339817660988,0.0,0.004270533766526872,0.31387241062557786,1.22905737660605,0.0,-0.02774734958220676
1981-06-30,6.484636822819981,1.0,0.0,1.0,0.0,0.0,0.0,0.042660664162478656,0.40475092077292374,0.07347996047564287,0.0,0.6731071127734669,-0.014215482022859494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33431022349059347,0.0034270734760552483,0.002054944506763657,0.012028294820846738,0.0,0.34925242529082,0.2730765406839251,1.22905737660605,0.0,-0.02324396619727026
1981-09-30,5.798698956704751,1.0,0.0,0.0,1.0,0.0,0.0,0.03715418303377981,0.35058137423208663,0.07429640448092911,0.0,0.6805038942325172,0.050832889567895334,0.0,0.0,0.0,0.0,0.0,0.0,0.036739980237821435,0.0,0.3299916361241735,0.004116983703814437,0.0034270734760552483,0.009965854992598645,0.0,0.40475092077292374,0.004270533766526872,1.22905737660605,0.0,-0.018691095082828846
1981-12-31,5.11276109058952,1.0,0.0,0.0,0.0,1.0,0.0,0.0007816856226254269,0.00021735443118905303,0.07511284848621358,0.0,0.6805038942325172,0.051397699451983136,0.0,0.0,0.0,0.0,0.0,0.0,0.042660664162478656,0.0,0.32567304875774994,0.00520286985364356,0.004116983703814437,0.002054944506763657,0.0,0.35058137423208663,0.34925242529082,1.22905737660605,0.0,-0.014138223968387487
1982-03-31,6.0858763705994985,1.0,0.0,0.0,0.0,0.0,0.0,0.0007816856226246538,0.31842435298343535,0.07511284848621358,0.0,-0.02043173692807443,0.05196250933607094,0.0,0.0,0.0,0.0,0.0,0.018369990118910717,0.03715418303377981,0.036739980237821435,0.32776038485513936,0.003534424709155585,0.00520286985364356,0.0034270734760552483,0.0,0.00021735443118905303,0.40475092077292374,1.314652867675242,0.17119098213838388,0.002085239902065217
1982-06-30,7.069804042609588,1.0,0.0,1.0,0.0,0.0,0.0,0.0007816856226246538,0.36976253692171823,0.07347996047564465,0.0,-0.020658756227273756,0.05196250933607072,0.0,0.0,0.0,0.0,0.0,0.036944091239142995,0.0007816856226254269,0.042660664162478656,0.330770617505312,0.024497368678982074,0.003534424709155585,0.004116983703814437,0.0,0.31842435298343535,0.35058137423208663,1.4867949108255056,0.32946268964232966,0.01844990624353987
1982-09-30,8.064544106619788,1.0,0.0,0.0,1.0,0.0,0.0,0.0007816856226246538,0.3220954229777497,0.07429640448092911,0.0,-0.020885775526476635,0.046356164383561715,0.0,0.0,0.0,0.0,0.0,0.05572230336069639,0.0007816856226246538,0.03715418303377981,0.33381392963515566,0.028800995848444394,0.024497368678982074,0.00520286985364356,0.0,0.36976253692171823,0.00021735443118905303,1.7464345670687214,0.4469298701297209,0.03499440408327248
1982-12-31,9.05928417062999,1.0,0.0,0.0,0.0,1.0,0.0,0.0007816856226246538,0.006996225959724123,0.07511284848621358,0.0,-0.02088577552647486,0.04687123287671224,0.0,0.0,0.0,0.0,0.0,0.07450051548224979,0.0007816856226246538,0.0007816856226254269,0.3368572417649993,0.026208254242657943,0.028800995848444394,0.003534424709155585,0.0,0.3220954229777497,0.31842435298343535,2.093571836404889,0.4503639604720897,0.05153890192300503
1983-03-31,9.470593173978608,1.0,0.0,0.0,0.0,0.0,0.0,0.0007816856226354767,0.30169410931116203,0.07511284848621358,0.0,-0.6576587724263998,0.04738630136986299,0.0,0.0,0.0,0.0,0.0,0.07450051548225023,0.0007816856226246538,0.0007816856226246538,0.35061314255757736,0.004119770145168829,0.026208254242657943,0.024497368678982074,0.0,0.006996225959724123,0.36976253692171823,2.648703983046911,0.8139867380031623,0.05041972062692163
1983-06-30,9.886472277364435,1.0,0.0,1.0,0.0,0.0,0.0,0.0007816856226376413,0.34953680352129535,0.07347996047561978,0.0,-0.6649660921200251,0.04738630136986299,0.0,0.0,0.0,0.0,0.0,0.07450051548225023,0.0007816856226246538,0.0007816856226246538,0.364521886692291,0.004880851427207883,0.004119770145168829,0.028800995848444394,0.0,0.30169410931116203,0.3220954229777497,3.414142061187075,1.2304073140757747,0.049288103983103904
1983-09-30,10.306921480787468,1.0,0.0,0.0,1.0,0.0,0.0,0.0007816856226311475,0.30252354909823376,0.07429640448090424,0.0,-0.6722734118136522,0.020498630136985385,0.0,0.0,0.0,0.0,0.0,0.07450051548225023,0.0007816856226354767,0.0007816856226246538,0.37858347416914384,0.00503134054535968,0.004880851427207883,0.026208254242657943,0.0,0.34953680352129535,0.006996225959724123,4.392197125017669,1.532958144993036,0.04814405199155192
1983-12-31,10.7273706842105,1.0,0.0,0.0,0.0,1.0,0.0,0.0007816856226246538,0.0007073125991588032,0.07511284848618871,0.0,-0.6722734118136522,0.020726392694063067,0.0,0.0,0.0,0.0,0.0,0.07450051548225023,0.0007816856226376413,0.0007816856226246538,0.3926450616460002,0.0046176376438771885,0.00503134054535968,0.004119770145168829,0.0,0.30252354909823376,0.30169410931116203,5.582869174538692,1.544736987967769,0.046999999999999986
1984-03-31,11.847513630462288,1.0,0.0,0.0,0.0,0.0,0.0,0.0005364142709536364,0.17068683122774003,0.07511284848618871,0.0,-0.06648875241263319,0.02095415525114075,0.0,0.0,0.0,0.0,0.0,0.07450051548224401,0.0007816856226311475,0.0007816856226354767,0.3922182675880599,0.00410160906959402,0.0046176376438771885,0.004880851427207883,0.0,0.0007073125991588032,0.34953680352129535,6.390643168981759,1.0670013069445197,0.040535616438355904
1984-06-30,12.967656576714075,1.0,0.0,1.0,0.0,0.0,0.0,0.0005885737539941682,0.19723394085417917,0.0740934088402696,0.0,-0.06722751632832846,0.02095415525114075,0.0,0.0,0.0,0.0,0.0,0.0745005154822378,0.0007816856226246538,0.0007816856226376413,0.39178673137392295,0.017504105610782857,0.00410160906959402,0.00503134054535968,0.0,0.17068683122774003,0.30252354909823376,6.811264685512672,0.5130550519864928,0.03399940639269361
1984-09-30,14.100108786111488,1.0,0.0,0.0,1.0,0.0,0.0,0.0005359196757709618,0.17131666430255835,0.0740934088402696,0.0,-0.06796628024402374,0.08562122050432763,0.0,0.0,0.0,0.0,0.0,0.07450051548223158,0.0005364142709536364,0.0007816856226311475,0.39135045300358584,0.020901484850091707,0.017504105610782857,0.0046176376438771885,0.0,0.19723394085417917,0.0007073125991588032,6.840479301297231,0.4663127966337709,0.02739136986301305
1984-12-31,15.2325609955089,1.0,0.0,0.0,0.0,1.0,0.0,0.0004700862586720165,0.0017361933039682913,0.07490762212422908,0.0,-0.06796628024402551,0.08562122050432786,0.0,0.0,0.0,0.0,0.0,0.07450051548222536,0.0005885737539941682,0.0007816856226246538,0.39091417463324873,0.017543930781413912,0.020901484850091707,0.00410160906959402,0.0,0.17131666430255835,0.17068683122774003,6.478287016335435,0.46989582023203447,0.020783333333332488
1985-03-31,14.789443744527555,1.0,0.0,0.0,0.0,0.0,0.0,0.02053504255754197,0.21542405461903485,0.07490762212422908,0.0,0.2736529262924492,0.08656211303734196,0.0,0.0,0.0,0.0,0.0,0.07465387757338782,0.0005359196757709618,0.0005364142709536364,0.38400556168219424,0.002270856501139651,0.017543930781413912,0.017504105610782857,0.0,0.0017361933039682913,0.19723394085417917,5.97266596586169,0.7133565501988438,0.03706398092516805
1985-06-30,14.341402968535306,1.0,0.0,1.0,0.0,0.0,0.0,0.0237571794703193,0.2504527477768062,0.0335733073214044,0.0,0.2736529262924474,0.0865621130373424,0.0,0.0,0.0,0.0,0.0,0.07460312866322916,0.0004700862586720165,0.0005885737539941682,0.37602595099241753,0.00666289163329721,0.002270856501139651,0.020901484850091707,0.0,0.21542405461903485,0.17131666430255835,5.324608457506029,0.9988753343092626,0.05328768787773425
1985-09-30,13.888438667532153,1.0,0.0,0.0,1.0,0.0,0.0,0.020482903747134965,0.2189370149176293,0.03394634406942387,0.0,0.27666010130665164,0.15204246583561654,0.0,0.0,0.0,0.0,0.0,0.07455182207273925,0.02053504255754197,0.0005359196757709618,0.36795865227308866,0.008011348410751126,0.00666289163329721,0.017543930781413912,0.0,0.2504527477768062,0.0017361933039682913,4.532549255467549,1.2058123402312038,0.06968967732428455
1985-12-31,13.435474366529,1.0,0.0,0.0,0.0,1.0,0.0,0.00035715549473967507,0.007515765459387609,0.03431938081743624,0.0,0.27666010130665164,0.15373182656712325,0.0,0.0,0.0,0.0,0.0,0.07450051548224934,0.0237571794703193,0.0004700862586720165,0.3598913535537527,0.008520461402893191,0.008011348410751126,0.002270856501139651,0.0,0.2189370149176293,0.21542405461903485,3.5964883597462514,1.2110951602961733,0.08609166677083496
1986-03-31,12.325784369729668,1.0,0.0,0.0,0.0,0.0,0.0,0.0005252585477105902,0.5082664215391512,0.03431938081743624,0.0,0.7064964902963187,0.15542118729863041,0.0,0.0,0.0,0.0,0.0,0.06437049010253304,0.020482903747134965,0.02053504255754197,0.3637467474744227,0.003971687528902806,0.008520461402893191,0.00666289163329721,0.0,0.007515765459387609,0.2504527477768062,2.6308121818076153,1.2574365103072482,0.10269697810365719
1986-06-30,11.20376448407701,1.0,0.0,1.0,0.0,0.0,0.0,0.0005575326082802271,0.5893446111964205,0.03320514050484036,0.0,0.7143464512996136,0.15542118729862997,0.0,0.0,0.0,0.0,0.0,0.05433372390982161,0.00035715549473967507,0.0237571794703193,0.36863921447792336,0.016814998670815286,0.003971687528902806,0.008011348410751126,0.0,0.5082664215391512,0.2189370149176293,1.632605702380172,1.3178903076076023,0.11972462961935604
1986-09-30,10.069414709571024,1.0,0.0,0.0,1.0,0.0,0.0,0.00047917985945878007,0.5112179640416157,0.0335740865104448,0.0,0.7221964123029032,0.12726575342465685,0.0,0.0,0.0,0.0,0.0,0.0441866635831234,0.0005252585477105902,0.020482903747134965,0.3735854448550846,0.019901676929455315,0.016814998670815286,0.008520461402893191,0.0,0.5893446111964205,0.007515765459387609,0.6015114456233855,1.3698481676249339,0.13693939818467815
1986-12-31,8.93506493506504,1.0,0.0,0.0,0.0,1.0,0.0,0.00035323890706902777,0.003158723748461923,0.0339430325160599,0.0,0.722196412302905,0.12867981735159706,0.0,0.0,0.0,0.0,0.0,0.03403960325642519,0.0005575326082802271,0.00035715549473967507,0.3785316752322494,0.018688321569985438,0.019901676929455315,0.003971687528902806,0.0,0.5112179640416157,0.5082664215391512,-0.46247058846274447,1.380373716883003,0.15415416675000004
1987-03-31,9.599131200121032,1.0,0.0,0.0,0.0,0.0,0.0,0.0003532389070813967,0.2997621113554371,0.03394303251605635,0.0,-0.296926142009573,0.13009388127853816,0.0,0.0,0.0,0.0,0.0,0.03394756155228418,0.00047917985945878007,0.0005252585477105902,0.38861058106366286,0.004400568313766327,0.018688321569985438,0.016814998670815286,0.0,0.003158723748461923,0.5893446111964205,-0.9458124662909477,0.8815922985339761,0.14795998864726012
1987-06-30,10.270575979233202,1.0,0.0,1.0,0.0,0.0,0.0,0.00035323890708325207,0.3477212725377394,0.033205140504811936,0.0,-0.30022532136523417,0.13009388127853772,0.0,0.0,0.0,0.0,0.0,0.03385449716253941,0.00035323890706902777,0.0005575326082802271,0.3988014747376418,0.015950171674646053,0.004400568313766327,0.019901676929455315,0.0,0.2997621113554371,0.5112179640416157,-0.8420626305694696,1.0503264424652166,0.14169698634337857
1987-09-30,10.949399272401552,1.0,0.0,0.0,1.0,0.0,0.0,0.00035323890707583065,0.3019704763709881,0.033574086510423484,0.0,-0.3035245007208953,0.06640479454109682,0.0,0.0,0.0,0.0,0.0,0.033760410087195325,0.0003532389070813967,0.00047917985945878007,0.40910435625419694,0.018927007004293103,0.015950171674646053,0.018688321569985438,0.0,0.3477212725377394,0.003158723748461923,-0.14476952400655546,1.6619170151775464,0.1353651598383555
1987-12-31,11.6282225655699,1.0,0.0,0.0,0.0,1.0,0.0,0.00035323890706933693,0.003160481556173582,0.03394303251603148,0.0,-0.3035245007208971,0.06714262559155326,0.0,0.0,0.0,0.0,0.0,0.03366632301185035,0.00035323890708325207,0.00035323890706902777,0.4194072377707485,0.01802709035213948,0.018927007004293103,0.004400568313766327,0.0,0.3019704763709881,0.2997621113554371,1.1460668533977947,1.6746867438376207,0.12903333333333245
